Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RollerBallRayBrain,2.205,4166.669,2.582,10362,-5.487
RollerBallRayBrain,2.197,4171.365,2.336,10256,-5.483
RollerBallRayBrain,2.196,4176.248,2.510,10259,-5.478
RollerBallRayBrain,2.211,4181.077,2.432,10291,-5.473
RollerBallRayBrain,2.206,4185.960,2.479,10292,-5.468
RollerBallRayBrain,2.244,4190.858,2.463,10282,-5.464
RollerBallRayBrain,2.214,4195.804,2.563,10242,-5.458
RollerBallRayBrain,2.205,4200.831,2.624,10293,-5.454
RollerBallRayBrain,2.208,4205.532,2.322,10243,-5.450
RollerBallRayBrain,2.192,4210.335,2.434,10258,-5.445
RollerBallRayBrain,2.227,4215.146,2.383,10290,-5.441
RollerBallRayBrain,2.245,4220.128,2.557,10396,-5.436
RollerBallRayBrain,2.217,4225.068,2.544,10261,-5.431
RollerBallRayBrain,2.204,4230.009,2.550,10296,-5.426
RollerBallRayBrain,2.234,4234.666,2.264,10261,-5.423
RollerBallRayBrain,2.208,4239.645,2.583,10254,-5.419
RollerBallRayBrain,2.225,4244.497,2.448,10474,-5.415
RollerBallRayBrain,2.259,4249.342,2.419,10416,-5.410
RollerBallRayBrain,2.213,4254.173,2.438,10325,-5.407
RollerBallRayBrain,2.200,4259.026,2.464,10282,-5.402
RollerBallRayBrain,2.189,4263.917,2.408,10269,-5.398
RollerBallRayBrain,2.208,4268.899,2.599,10343,-5.393
RollerBallRayBrain,2.217,4273.879,2.589,10269,-5.388
RollerBallRayBrain,2.240,4278.676,2.382,10279,-5.384
RollerBallRayBrain,2.212,4283.554,2.476,10332,-5.380
RollerBallRayBrain,2.232,4288.476,2.491,10241,-5.377
RollerBallRayBrain,2.212,4292.942,2.098,10272,-5.374
RollerBallRayBrain,2.233,4298.166,2.772,10255,-5.370
RollerBallRayBrain,2.236,4302.839,2.280,10755,-5.368
RollerBallRayBrain,2.208,4307.620,2.396,10257,-5.364
RollerBallRayBrain,2.235,4312.503,2.461,10308,-5.360
RollerBallRayBrain,2.216,4317.511,2.597,10469,-5.355
RollerBallRayBrain,2.225,4322.256,2.356,10258,-5.352
RollerBallRayBrain,2.222,4327.212,2.544,10302,-5.347
RollerBallRayBrain,2.244,4332.078,2.435,10423,-5.342
RollerBallRayBrain,2.200,4336.939,2.471,10335,-5.337
RollerBallRayBrain,2.217,4341.872,2.520,10282,-5.332
RollerBallRayBrain,2.213,4346.856,2.579,10266,-5.326
RollerBallRayBrain,2.207,4351.803,2.533,10269,-5.322
RollerBallRayBrain,2.218,4356.547,2.354,10246,-5.320
RollerBallRayBrain,2.208,4361.460,2.529,10331,-5.316
RollerBallRayBrain,2.205,4366.307,2.458,10512,-5.313
RollerBallRayBrain,2.224,4371.120,2.408,10245,-5.310
RollerBallRayBrain,2.201,4375.962,2.465,10267,-5.306
RollerBallRayBrain,2.223,4380.990,2.611,10440,-5.301
RollerBallRayBrain,2.206,4385.740,2.364,10267,-5.299
RollerBallRayBrain,2.207,4390.585,2.455,10295,-5.295
RollerBallRayBrain,2.209,4395.312,2.336,10274,-5.292
RollerBallRayBrain,2.221,4400.141,2.429,10296,-5.289
RollerBallRayBrain,2.232,4405.072,2.499,10356,-5.286
RollerBallRayBrain,2.207,4409.827,2.363,10332,-5.282
RollerBallRayBrain,2.226,4414.669,2.425,10271,-5.278
RollerBallRayBrain,2.221,4419.663,2.580,10426,-5.274
RollerBallRayBrain,2.210,4424.404,2.360,10249,-5.269
RollerBallRayBrain,2.233,4429.316,2.488,10416,-5.265
RollerBallRayBrain,2.220,4434.125,2.428,10255,-5.261
RollerBallRayBrain,2.215,4439.229,2.683,10270,-5.257
RollerBallRayBrain,2.214,4443.966,2.337,10353,-5.254
RollerBallRayBrain,2.209,4448.940,2.564,10248,-5.251
RollerBallRayBrain,2.210,4453.647,2.335,10286,-5.248
RollerBallRayBrain,2.217,4458.558,2.502,10255,-5.244
RollerBallRayBrain,2.214,4463.391,2.447,10277,-5.241
RollerBallRayBrain,2.252,4468.552,2.716,10884,-5.238
RollerBallRayBrain,2.205,4473.047,2.128,10296,-5.236
RollerBallRayBrain,2.197,4477.947,2.510,10312,-5.231
RollerBallRayBrain,2.211,4482.813,2.468,10254,-5.228
RollerBallRayBrain,2.211,4487.609,2.405,10255,-5.223
RollerBallRayBrain,2.199,4492.546,2.533,10248,-5.220
RollerBallRayBrain,2.214,4497.434,2.482,10253,-5.215
RollerBallRayBrain,2.201,4502.317,2.490,10264,-5.212
RollerBallRayBrain,2.222,4507.286,2.569,10284,-5.208
RollerBallRayBrain,2.220,4511.979,2.300,10313,-5.206
RollerBallRayBrain,2.205,4517.097,2.723,10260,-5.201
RollerBallRayBrain,2.212,4521.799,2.296,10289,-5.198
RollerBallRayBrain,2.200,4526.397,2.228,10270,-5.195
RollerBallRayBrain,2.190,4531.533,2.760,10252,-5.191
RollerBallRayBrain,2.226,4536.121,2.197,10322,-5.188
RollerBallRayBrain,2.235,4540.995,2.446,10349,-5.184
RollerBallRayBrain,2.218,4545.892,2.495,10291,-5.180
RollerBallRayBrain,2.238,4551.140,2.780,10339,-5.176
RollerBallRayBrain,2.221,4555.716,2.190,10266,-5.174
RollerBallRayBrain,2.227,4560.650,2.522,10320,-5.170
RollerBallRayBrain,2.217,4565.437,2.377,10316,-5.167
RollerBallRayBrain,2.222,4570.339,2.504,10280,-5.163
RollerBallRayBrain,2.207,4575.150,2.412,10247,-5.160
RollerBallRayBrain,2.219,4580.006,2.445,10263,-5.156
RollerBallRayBrain,2.215,4584.936,2.527,10424,-5.153
RollerBallRayBrain,2.208,4589.771,2.442,10393,-5.150
RollerBallRayBrain,2.219,4594.528,2.364,10378,-5.147
RollerBallRayBrain,2.209,4599.481,2.566,10348,-5.143
RollerBallRayBrain,2.221,4604.391,2.485,10246,-5.138
RollerBallRayBrain,2.213,4609.126,2.350,10265,-5.135
RollerBallRayBrain,2.222,4614.191,2.632,10266,-5.130
RollerBallRayBrain,2.211,4618.892,2.335,10258,-5.128
RollerBallRayBrain,2.230,4623.897,2.592,10254,-5.124
RollerBallRayBrain,2.230,4628.785,2.487,10353,-5.120
RollerBallRayBrain,2.218,4633.569,2.402,10251,-5.116
RollerBallRayBrain,2.199,4638.488,2.548,10278,-5.112
RollerBallRayBrain,2.204,4643.419,2.533,10246,-5.107
RollerBallRayBrain,2.227,4648.287,2.457,10322,-5.104
RollerBallRayBrain,2.213,4653.152,2.465,10318,-5.099
RollerBallRayBrain,2.198,4658.176,2.621,10353,-5.096
RollerBallRayBrain,2.197,4662.875,2.322,10296,-5.093
RollerBallRayBrain,2.206,4667.739,2.487,10316,-5.089
RollerBallRayBrain,2.257,4672.875,2.675,10247,-5.085
RollerBallRayBrain,2.211,4677.610,2.347,10351,-5.082
RollerBallRayBrain,2.215,4682.533,2.512,10403,-5.079
RollerBallRayBrain,2.202,4687.399,2.478,10420,-5.075
RollerBallRayBrain,2.235,4692.134,2.319,10315,-5.073
RollerBallRayBrain,2.209,4697.106,2.579,10312,-5.068
RollerBallRayBrain,2.229,4702.107,2.576,10309,-5.065
RollerBallRayBrain,2.211,4707.160,2.636,10241,-5.061
RollerBallRayBrain,2.219,4712.053,2.478,10840,-5.059
RollerBallRayBrain,2.218,4716.698,2.257,10428,-5.056
RollerBallRayBrain,2.211,4721.689,2.578,10358,-5.053
RollerBallRayBrain,2.214,4726.654,2.554,10492,-5.050
RollerBallRayBrain,2.256,4731.409,2.327,10362,-5.048
RollerBallRayBrain,2.218,4736.416,2.577,10352,-5.045
RollerBallRayBrain,2.214,4741.172,2.346,10332,-5.042
RollerBallRayBrain,2.226,4745.965,2.391,10291,-5.039
RollerBallRayBrain,2.237,4750.985,2.598,10317,-5.035
RollerBallRayBrain,2.227,4755.780,2.396,10273,-5.032
RollerBallRayBrain,2.244,4760.750,2.549,10317,-5.028
RollerBallRayBrain,2.257,4765.675,2.485,10247,-5.026
RollerBallRayBrain,2.201,4770.458,2.408,10261,-5.022
RollerBallRayBrain,2.246,4775.320,2.444,10393,-5.020
RollerBallRayBrain,2.229,4780.192,2.450,10277,-5.017
RollerBallRayBrain,2.219,4785.068,2.479,10243,-5.012
RollerBallRayBrain,2.225,4789.896,2.424,10312,-5.009
RollerBallRayBrain,2.217,4794.909,2.600,10248,-5.005
RollerBallRayBrain,2.237,4799.742,2.421,10403,-5.002
RollerBallRayBrain,2.224,4804.761,2.587,10343,-4.998
RollerBallRayBrain,2.209,4809.620,2.441,10248,-4.995
RollerBallRayBrain,2.228,4814.364,2.343,10331,-4.992
RollerBallRayBrain,2.242,4819.506,2.705,10394,-4.988
RollerBallRayBrain,2.217,4824.204,2.317,10279,-4.986
RollerBallRayBrain,2.217,4829.096,2.487,10303,-4.983
RollerBallRayBrain,2.201,4833.913,2.441,10297,-4.980
RollerBallRayBrain,2.196,4838.565,2.289,10241,-4.978
RollerBallRayBrain,2.214,4843.539,2.568,10279,-4.975
RollerBallRayBrain,2.207,4848.465,2.540,10250,-4.971
RollerBallRayBrain,2.273,4853.414,2.499,10401,-4.969
RollerBallRayBrain,2.212,4858.240,2.446,10380,-4.966
RollerBallRayBrain,2.204,4863.069,2.435,10468,-4.963
RollerBallRayBrain,2.204,4868.086,2.607,10245,-4.959
RollerBallRayBrain,2.197,4873.018,2.554,10251,-4.957
RollerBallRayBrain,2.199,4877.509,2.145,10275,-4.954
RollerBallRayBrain,2.213,4882.530,2.619,10299,-4.949
RollerBallRayBrain,2.213,4887.570,2.643,10293,-4.945
RollerBallRayBrain,2.223,4892.590,2.496,10268,-4.942
RollerBallRayBrain,2.444,4897.914,2.694,11412,-4.939
RollerBallRayBrain,2.202,4902.846,2.552,10386,-4.935
RollerBallRayBrain,2.238,4907.972,2.677,10329,-4.932
RollerBallRayBrain,2.251,4912.772,2.377,10253,-4.930
RollerBallRayBrain,2.227,4917.489,2.301,10342,-4.927
RollerBallRayBrain,2.201,4922.317,2.453,10300,-4.924
RollerBallRayBrain,2.213,4927.326,2.600,10269,-4.920
RollerBallRayBrain,2.203,4932.158,2.456,10242,-4.917
RollerBallRayBrain,2.217,4936.921,2.380,10252,-4.915
RollerBallRayBrain,2.213,4941.716,2.394,10319,-4.911
RollerBallRayBrain,2.215,4946.723,2.591,10258,-4.908
RollerBallRayBrain,2.213,4951.460,2.342,10301,-4.906
RollerBallRayBrain,2.221,4956.525,2.638,10426,-4.902
RollerBallRayBrain,2.210,4961.467,2.529,10378,-4.899
RollerBallRayBrain,2.229,4966.198,2.323,10274,-4.896
RollerBallRayBrain,2.224,4971.136,2.525,10258,-4.893
RollerBallRayBrain,2.237,4976.057,2.506,10348,-4.891
RollerBallRayBrain,2.205,4981.128,2.685,10317,-4.887
RollerBallRayBrain,2.213,4985.715,2.202,10244,-4.885
RollerBallRayBrain,2.230,4990.709,2.577,10372,-4.882
RollerBallRayBrain,2.201,4995.453,2.374,10283,-4.879
RollerBallRayBrain,2.213,5000.516,2.646,10268,-4.876
RollerBallRayBrain,2.206,5005.303,2.405,10324,-4.874
RollerBallRayBrain,2.231,5010.056,2.356,10276,-4.871
RollerBallRayBrain,2.206,5014.981,2.537,10259,-4.868
RollerBallRayBrain,2.206,5019.878,2.507,10286,-4.864
RollerBallRayBrain,2.208,5024.758,2.474,10283,-4.861
RollerBallRayBrain,2.243,5029.621,2.451,10272,-4.858
RollerBallRayBrain,2.238,5034.608,2.560,10369,-4.855
RollerBallRayBrain,2.205,5039.635,2.638,10303,-4.851
RollerBallRayBrain,2.214,5044.379,2.361,10247,-4.848
RollerBallRayBrain,2.218,5049.249,2.465,10256,-4.845
RollerBallRayBrain,2.233,5054.249,2.592,10323,-4.842
RollerBallRayBrain,2.246,5059.161,2.486,10450,-4.839
RollerBallRayBrain,2.234,5064.254,2.664,10249,-4.836
RollerBallRayBrain,2.222,5068.850,2.194,10276,-4.834
RollerBallRayBrain,2.211,5073.792,2.541,10299,-4.830
RollerBallRayBrain,2.196,5078.643,2.473,10248,-4.827
RollerBallRayBrain,2.226,5083.648,2.585,10432,-4.824
RollerBallRayBrain,2.189,5088.350,2.334,10246,-4.821
RollerBallRayBrain,2.244,5093.362,2.578,10294,-4.818
RollerBallRayBrain,2.223,5098.281,2.511,10305,-4.814
RollerBallRayBrain,2.200,5103.350,2.662,10424,-4.811
RollerBallRayBrain,2.200,5108.002,2.283,10310,-4.809
RollerBallRayBrain,2.212,5112.981,2.577,10249,-4.807
RollerBallRayBrain,2.205,5117.774,2.410,10241,-4.804
RollerBallRayBrain,2.223,5122.652,2.461,10330,-4.801
RollerBallRayBrain,2.204,5127.503,2.473,10271,-4.798
RollerBallRayBrain,2.217,5132.358,2.463,10302,-4.795
RollerBallRayBrain,2.258,5137.327,2.531,10256,-4.792
RollerBallRayBrain,2.228,5142.460,2.699,10349,-4.788
RollerBallRayBrain,2.199,5147.177,2.334,10254,-4.786
RollerBallRayBrain,2.216,5152.073,2.493,10262,-4.783
RollerBallRayBrain,2.223,5157.287,2.764,10263,-4.780
RollerBallRayBrain,2.206,5161.903,2.245,10282,-4.778
RollerBallRayBrain,2.221,5166.730,2.444,10311,-4.774
RollerBallRayBrain,2.241,5171.790,2.624,10241,-4.771
RollerBallRayBrain,2.202,5176.550,2.397,10282,-4.768
RollerBallRayBrain,2.253,5181.436,2.459,10318,-4.766
RollerBallRayBrain,2.240,5186.332,2.469,10372,-4.763
RollerBallRayBrain,2.245,5191.391,2.611,10290,-4.760
RollerBallRayBrain,2.242,5196.439,2.612,10275,-4.758
RollerBallRayBrain,2.255,5201.123,2.269,10409,-4.756
RollerBallRayBrain,2.251,5206.165,2.594,10316,-4.752
RollerBallRayBrain,2.233,5211.304,2.702,10255,-4.748
RollerBallRayBrain,2.220,5216.090,2.384,10279,-4.746
RollerBallRayBrain,2.237,5221.102,2.569,10432,-4.743
RollerBallRayBrain,2.215,5225.903,2.396,10277,-4.741
RollerBallRayBrain,2.214,5230.715,2.439,10293,-4.739
RollerBallRayBrain,2.191,5235.526,2.431,10281,-4.737
RollerBallRayBrain,2.227,5240.331,2.409,10249,-4.734
RollerBallRayBrain,2.204,5245.353,2.636,10245,-4.731
RollerBallRayBrain,2.214,5250.196,2.450,10322,-4.728
RollerBallRayBrain,2.220,5254.975,2.376,10327,-4.726
RollerBallRayBrain,2.236,5259.929,2.535,10247,-4.723
RollerBallRayBrain,2.228,5264.881,2.536,10290,-4.720
RollerBallRayBrain,2.333,5269.779,2.379,10287,-4.717
RollerBallRayBrain,2.250,5274.893,2.641,10302,-4.715
RollerBallRayBrain,2.223,5279.877,2.567,10304,-4.712
RollerBallRayBrain,2.234,5284.814,2.513,10325,-4.710
RollerBallRayBrain,2.230,5289.796,2.553,10330,-4.707
RollerBallRayBrain,2.228,5294.608,2.415,10266,-4.705
RollerBallRayBrain,2.202,5299.374,2.380,10287,-4.703
RollerBallRayBrain,2.242,5304.192,2.404,10360,-4.701
RollerBallRayBrain,2.225,5309.231,2.612,10319,-4.698
RollerBallRayBrain,2.206,5313.873,2.263,10419,-4.696
RollerBallRayBrain,2.237,5318.953,2.643,10277,-4.694
RollerBallRayBrain,2.227,5323.818,2.455,10273,-4.691
RollerBallRayBrain,2.218,5328.633,2.414,10334,-4.689
RollerBallRayBrain,2.234,5333.586,2.534,10667,-4.687
RollerBallRayBrain,2.202,5338.502,2.516,10271,-4.685
RollerBallRayBrain,2.215,5343.215,2.309,10324,-4.683
RollerBallRayBrain,2.207,5348.076,2.457,10267,-4.680
RollerBallRayBrain,2.222,5352.956,2.476,10379,-4.677
RollerBallRayBrain,2.206,5357.910,2.558,10290,-4.674
RollerBallRayBrain,2.222,5363.075,2.729,10448,-4.672
RollerBallRayBrain,2.223,5368.128,2.631,10260,-4.670
RollerBallRayBrain,2.242,5372.778,2.227,10617,-4.669
RollerBallRayBrain,2.223,5377.483,2.294,10467,-4.668
RollerBallRayBrain,2.211,5382.491,2.596,10249,-4.665
RollerBallRayBrain,2.221,5387.754,2.822,10285,-4.663
RollerBallRayBrain,2.218,5392.373,2.233,10309,-4.663
RollerBallRayBrain,2.225,5396.852,2.083,10301,-4.662
RollerBallRayBrain,2.219,5401.806,2.540,10299,-4.660
RollerBallRayBrain,2.231,5406.881,2.631,10311,-4.658
RollerBallRayBrain,2.212,5411.633,2.360,10270,-4.657
RollerBallRayBrain,2.254,5416.423,2.380,10866,-4.656
RollerBallRayBrain,2.220,5421.284,2.458,10246,-4.654
RollerBallRayBrain,2.233,5426.082,2.387,10396,-4.653
RollerBallRayBrain,2.203,5430.851,2.387,10305,-4.651
RollerBallRayBrain,2.224,5435.994,2.702,10255,-4.648
RollerBallRayBrain,2.243,5440.665,2.262,10451,-4.647
RollerBallRayBrain,2.229,5445.856,2.764,10242,-4.645
RollerBallRayBrain,2.244,5450.426,2.155,10409,-4.644
RollerBallRayBrain,2.244,5455.307,2.467,10356,-4.643
RollerBallRayBrain,2.214,5460.164,2.447,10366,-4.641
RollerBallRayBrain,2.219,5465.244,2.659,10251,-4.640
RollerBallRayBrain,2.234,5469.746,2.112,10420,-4.640
RollerBallRayBrain,2.249,5474.849,2.655,10878,-4.638
RollerBallRayBrain,2.234,5479.756,2.489,10598,-4.637
RollerBallRayBrain,2.249,5484.587,2.400,10246,-4.635
RollerBallRayBrain,2.219,5489.400,2.403,10386,-4.634
RollerBallRayBrain,2.214,5494.313,2.510,10260,-4.632
RollerBallRayBrain,2.238,5498.894,2.189,10371,-4.631
RollerBallRayBrain,2.219,5503.862,2.562,10344,-4.628
RollerBallRayBrain,2.206,5508.668,2.416,10321,-4.627
RollerBallRayBrain,2.238,5513.815,2.695,10512,-4.625
RollerBallRayBrain,2.225,5518.640,2.429,10550,-4.624
RollerBallRayBrain,2.242,5523.418,2.270,10271,-4.622
RollerBallRayBrain,2.226,5528.389,2.573,10266,-4.620
RollerBallRayBrain,2.207,5533.363,2.567,10318,-4.618
RollerBallRayBrain,2.220,5538.563,2.757,10287,-4.616
RollerBallRayBrain,2.232,5543.019,2.066,10281,-4.615
RollerBallRayBrain,2.250,5548.084,2.626,10260,-4.613
RollerBallRayBrain,2.234,5552.854,2.366,10540,-4.612
RollerBallRayBrain,2.205,5557.569,2.323,10302,-4.611
RollerBallRayBrain,2.223,5562.488,2.493,10254,-4.609
RollerBallRayBrain,2.208,5567.184,2.309,10270,-4.608
RollerBallRayBrain,2.209,5571.841,2.282,10274,-4.607
RollerBallRayBrain,2.263,5577.047,2.739,10264,-4.605
RollerBallRayBrain,2.216,5581.722,2.278,10247,-4.605
RollerBallRayBrain,2.215,5586.541,2.415,10262,-4.602
RollerBallRayBrain,2.238,5591.369,2.414,10552,-4.601
RollerBallRayBrain,2.207,5596.342,2.578,10387,-4.599
RollerBallRayBrain,2.230,5601.155,2.399,10249,-4.598
RollerBallRayBrain,2.224,5606.228,2.637,10549,-4.596
RollerBallRayBrain,2.225,5610.845,2.209,10308,-4.596
RollerBallRayBrain,2.218,5615.601,2.364,10312,-4.594
RollerBallRayBrain,2.205,5620.347,2.372,10340,-4.593
RollerBallRayBrain,2.217,5625.550,2.775,10246,-4.590
RollerBallRayBrain,2.210,5630.318,2.384,10325,-4.589
RollerBallRayBrain,2.252,5635.224,2.468,10318,-4.587
RollerBallRayBrain,2.200,5640.015,2.427,10304,-4.586
RollerBallRayBrain,2.232,5644.905,2.467,10267,-4.585
RollerBallRayBrain,2.236,5649.906,2.566,10571,-4.583
RollerBallRayBrain,2.223,5654.916,2.580,10280,-4.582
RollerBallRayBrain,2.221,5659.618,2.305,10251,-4.580
RollerBallRayBrain,2.233,5664.201,2.197,10352,-4.579
RollerBallRayBrain,2.239,5669.346,2.705,10798,-4.577
RollerBallRayBrain,2.234,5674.235,2.448,10340,-4.576
RollerBallRayBrain,2.201,5678.968,2.349,10356,-4.575
RollerBallRayBrain,2.230,5684.301,2.886,10316,-4.573
RollerBallRayBrain,2.235,5688.562,1.890,10275,-4.573
RollerBallRayBrain,2.221,5693.851,2.839,10252,-4.571
RollerBallRayBrain,2.215,5698.405,2.165,10296,-4.570
RollerBallRayBrain,2.212,5703.173,2.379,10272,-4.568
RollerBallRayBrain,2.214,5708.312,2.725,10269,-4.566
RollerBallRayBrain,2.203,5712.887,2.202,10282,-4.565
RollerBallRayBrain,2.238,5717.671,2.375,10313,-4.564
RollerBallRayBrain,2.237,5722.771,2.658,10447,-4.563
RollerBallRayBrain,2.227,5727.534,2.357,10261,-4.561
RollerBallRayBrain,2.210,5732.309,2.385,10417,-4.560
RollerBallRayBrain,2.245,5737.301,2.554,10279,-4.559
RollerBallRayBrain,2.221,5742.100,2.405,10295,-4.557
RollerBallRayBrain,2.195,5746.844,2.368,10257,-4.556
RollerBallRayBrain,2.199,5751.808,2.586,10259,-4.555
RollerBallRayBrain,2.242,5756.457,2.246,10272,-4.554
RollerBallRayBrain,2.229,5761.447,2.571,10286,-4.551
RollerBallRayBrain,2.209,5766.380,2.524,10347,-4.550
RollerBallRayBrain,2.242,5771.122,2.319,10414,-4.549
RollerBallRayBrain,2.208,5776.139,2.610,10303,-4.547
RollerBallRayBrain,2.245,5780.824,2.278,10639,-4.546
RollerBallRayBrain,2.209,5785.888,2.669,10400,-4.544
RollerBallRayBrain,2.208,5790.612,2.356,10243,-4.543
RollerBallRayBrain,2.203,5795.516,2.497,10311,-4.541
RollerBallRayBrain,2.211,5800.737,2.809,10255,-4.539
RollerBallRayBrain,2.252,5805.331,2.164,10637,-4.539
RollerBallRayBrain,2.220,5810.488,2.710,10362,-4.538
RollerBallRayBrain,2.242,5815.195,2.309,10328,-4.537
RollerBallRayBrain,2.205,5819.769,2.197,10259,-4.536
RollerBallRayBrain,2.202,5824.828,2.648,10248,-4.534
RollerBallRayBrain,2.209,5829.378,2.162,10251,-4.533
RollerBallRayBrain,2.245,5834.514,2.671,10733,-4.531
RollerBallRayBrain,2.225,5839.253,2.336,10241,-4.530
RollerBallRayBrain,2.227,5844.384,2.699,10334,-4.528
RollerBallRayBrain,2.248,5849.179,2.370,10296,-4.527
RollerBallRayBrain,2.232,5853.763,2.184,10390,-4.527
RollerBallRayBrain,2.209,5858.977,2.784,10316,-4.525
RollerBallRayBrain,2.195,5863.713,2.371,10246,-4.524
RollerBallRayBrain,2.216,5868.311,2.219,10290,-4.522
RollerBallRayBrain,2.222,5873.220,2.497,10289,-4.521
RollerBallRayBrain,2.254,5878.491,2.831,10408,-4.519
RollerBallRayBrain,2.198,5882.670,1.843,10276,-4.519
RollerBallRayBrain,2.223,5887.646,2.566,10258,-4.517
RollerBallRayBrain,2.217,5892.705,2.647,10250,-4.514
RollerBallRayBrain,2.218,5897.708,2.578,10339,-4.512
RollerBallRayBrain,2.225,5902.352,2.258,10299,-4.511
RollerBallRayBrain,2.210,5907.146,2.405,10266,-4.510
RollerBallRayBrain,2.236,5912.030,2.461,10664,-4.508
RollerBallRayBrain,2.218,5917.076,2.644,10283,-4.506
RollerBallRayBrain,2.212,5921.791,2.340,10249,-4.505
RollerBallRayBrain,2.235,5926.836,2.607,10266,-4.503
RollerBallRayBrain,2.226,5931.393,2.173,10299,-4.502
RollerBallRayBrain,2.201,5936.352,2.546,10264,-4.499
RollerBallRayBrain,2.206,5941.306,2.557,10329,-4.498
RollerBallRayBrain,2.239,5946.179,2.453,10855,-4.496
RollerBallRayBrain,2.203,5951.338,2.732,10345,-4.495
RollerBallRayBrain,2.228,5956.060,2.310,10835,-4.495
RollerBallRayBrain,2.212,5960.710,2.279,10283,-4.493
RollerBallRayBrain,2.237,5965.790,2.638,10249,-4.491
RollerBallRayBrain,2.207,5970.647,2.482,10288,-4.489
RollerBallRayBrain,2.210,5975.744,2.670,10299,-4.487
RollerBallRayBrain,2.233,5980.308,2.186,10641,-4.486
RollerBallRayBrain,2.237,5985.443,2.681,10333,-4.484
RollerBallRayBrain,2.198,5990.103,2.280,10256,-4.482
RollerBallRayBrain,2.218,5995.070,2.567,10448,-4.481
RollerBallRayBrain,2.227,5999.956,2.467,10265,-4.480
RollerBallRayBrain,2.211,6004.969,2.618,10252,-4.478
RollerBallRayBrain,2.217,6009.780,2.415,10273,-4.477
RollerBallRayBrain,2.211,6014.461,2.304,10260,-4.475
RollerBallRayBrain,2.212,6019.550,2.681,10290,-4.474
RollerBallRayBrain,2.235,6024.324,2.357,10301,-4.472
RollerBallRayBrain,2.207,6029.536,2.800,10293,-4.469
RollerBallRayBrain,2.217,6034.068,2.155,10254,-4.468
RollerBallRayBrain,2.240,6038.813,2.325,10269,-4.466
RollerBallRayBrain,2.218,6043.831,2.591,10245,-4.464
RollerBallRayBrain,2.201,6048.683,2.476,10325,-4.463
RollerBallRayBrain,2.213,6053.478,2.407,10288,-4.462
RollerBallRayBrain,2.245,6058.524,2.595,10259,-4.459
RollerBallRayBrain,2.214,6063.350,2.433,10405,-4.458
RollerBallRayBrain,2.211,6068.333,2.573,10257,-4.457
RollerBallRayBrain,2.207,6073.051,2.323,10312,-4.456
RollerBallRayBrain,2.223,6077.777,2.317,10282,-4.455
RollerBallRayBrain,2.264,6082.859,2.639,10873,-4.452
RollerBallRayBrain,2.234,6087.830,2.538,10328,-4.450
RollerBallRayBrain,2.200,6092.601,2.387,10280,-4.449
RollerBallRayBrain,2.202,6097.550,2.553,10352,-4.447
RollerBallRayBrain,2.193,6102.359,2.432,10354,-4.446
RollerBallRayBrain,2.217,6107.435,2.662,10243,-4.444
RollerBallRayBrain,2.206,6112.023,2.233,10269,-4.443
RollerBallRayBrain,2.213,6117.104,2.666,10385,-4.440
RollerBallRayBrain,2.216,6121.788,2.289,10244,-4.440
RollerBallRayBrain,2.205,6126.556,2.387,10244,-4.438
RollerBallRayBrain,2.199,6131.447,2.498,10252,-4.436
RollerBallRayBrain,2.209,6136.603,2.725,10252,-4.435
RollerBallRayBrain,2.231,6141.261,2.254,10272,-4.435
RollerBallRayBrain,2.213,6146.070,2.441,10245,-4.433
RollerBallRayBrain,2.286,6151.418,2.758,10883,-4.432
RollerBallRayBrain,2.270,6156.198,2.330,10531,-4.431
RollerBallRayBrain,2.204,6161.326,2.727,10306,-4.429
RollerBallRayBrain,2.202,6166.062,2.351,10277,-4.428
RollerBallRayBrain,2.221,6171.146,2.672,10268,-4.426
RollerBallRayBrain,2.215,6175.713,2.188,10267,-4.425
RollerBallRayBrain,2.194,6180.718,2.605,10358,-4.423
RollerBallRayBrain,2.209,6185.674,2.547,10265,-4.422
RollerBallRayBrain,2.229,6190.371,2.297,10278,-4.421
RollerBallRayBrain,2.220,6195.160,2.397,10441,-4.419
RollerBallRayBrain,2.218,6200.046,2.491,10279,-4.418
RollerBallRayBrain,2.222,6204.909,2.465,10345,-4.416
RollerBallRayBrain,2.212,6209.815,2.494,10344,-4.414
RollerBallRayBrain,2.210,6214.871,2.664,10284,-4.412
RollerBallRayBrain,2.225,6219.929,2.639,10886,-4.410
RollerBallRayBrain,2.212,6224.614,2.308,10276,-4.408
RollerBallRayBrain,2.224,6229.629,2.590,10258,-4.406
RollerBallRayBrain,2.223,6234.690,2.637,10436,-4.404
RollerBallRayBrain,2.234,6239.424,2.308,10336,-4.403
RollerBallRayBrain,2.252,6244.321,2.474,10387,-4.401
RollerBallRayBrain,2.196,6249.264,2.565,10248,-4.399
RollerBallRayBrain,2.240,6254.562,2.849,10351,-4.397
RollerBallRayBrain,2.230,6258.894,1.960,10318,-4.397
RollerBallRayBrain,2.214,6263.827,2.510,10265,-4.395
RollerBallRayBrain,2.225,6269.077,2.814,10327,-4.393
RollerBallRayBrain,2.222,6273.572,2.102,10266,-4.392
RollerBallRayBrain,2.203,6278.474,2.508,10285,-4.390
RollerBallRayBrain,2.225,6283.577,2.686,10366,-4.389
RollerBallRayBrain,2.236,6288.347,2.356,10364,-4.388
