Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
RollerBallRayBrain,2.205,8416.307,2.624,10256,-3.876
RollerBallRayBrain,2.218,8421.090,2.385,10348,-3.875
RollerBallRayBrain,2.223,8425.958,2.467,10245,-3.873
RollerBallRayBrain,2.195,8430.922,2.561,10268,-3.873
RollerBallRayBrain,2.228,8435.787,2.451,10286,-3.872
RollerBallRayBrain,2.232,8440.775,2.548,10353,-3.871
RollerBallRayBrain,2.219,8445.557,2.389,10304,-3.870
RollerBallRayBrain,2.200,8450.468,2.518,10277,-3.869
RollerBallRayBrain,2.228,8455.382,2.504,10319,-3.868
RollerBallRayBrain,2.224,8460.315,2.518,10321,-3.867
RollerBallRayBrain,2.222,8465.152,2.428,10241,-3.866
RollerBallRayBrain,2.241,8469.844,2.283,10306,-3.866
RollerBallRayBrain,2.212,8474.843,2.586,10276,-3.864
RollerBallRayBrain,2.246,8479.715,2.448,10285,-3.863
RollerBallRayBrain,2.230,8484.653,2.513,10414,-3.862
RollerBallRayBrain,2.211,8489.443,2.402,10278,-3.861
RollerBallRayBrain,2.237,8494.511,2.642,10262,-3.860
RollerBallRayBrain,2.197,8499.331,2.443,10295,-3.859
RollerBallRayBrain,2.247,8504.530,2.739,10865,-3.858
RollerBallRayBrain,2.221,8509.317,2.370,10287,-3.857
RollerBallRayBrain,2.239,8514.402,2.631,10286,-3.856
RollerBallRayBrain,2.200,8519.175,2.393,10300,-3.855
RollerBallRayBrain,2.261,8524.114,2.488,10285,-3.854
RollerBallRayBrain,2.217,8528.974,2.450,10331,-3.853
RollerBallRayBrain,2.241,8534.096,2.681,10337,-3.853
RollerBallRayBrain,2.220,8538.660,2.186,10308,-3.852
RollerBallRayBrain,2.236,8543.672,2.587,10263,-3.851
RollerBallRayBrain,2.228,8548.565,2.484,10259,-3.850
RollerBallRayBrain,2.229,8553.231,2.277,10261,-3.850
RollerBallRayBrain,2.214,8558.318,2.670,10384,-3.848
RollerBallRayBrain,2.219,8563.197,2.489,10491,-3.847
RollerBallRayBrain,2.216,8568.237,2.615,10358,-3.846
RollerBallRayBrain,2.225,8573.123,2.467,10252,-3.846
RollerBallRayBrain,2.221,8577.976,2.450,10263,-3.845
RollerBallRayBrain,2.215,8582.923,2.528,10262,-3.844
RollerBallRayBrain,2.227,8587.718,2.388,10375,-3.843
RollerBallRayBrain,2.197,8592.632,2.520,10287,-3.842
RollerBallRayBrain,2.213,8597.434,2.415,10381,-3.841
RollerBallRayBrain,2.206,8602.328,2.484,10253,-3.839
RollerBallRayBrain,2.235,8607.605,2.824,10394,-3.838
RollerBallRayBrain,2.221,8612.401,2.392,10390,-3.837
RollerBallRayBrain,2.218,8617.194,2.383,10251,-3.836
RollerBallRayBrain,2.208,8622.201,2.612,10255,-3.835
RollerBallRayBrain,2.233,8627.104,2.492,10295,-3.834
RollerBallRayBrain,2.234,8631.871,2.363,10252,-3.834
RollerBallRayBrain,2.205,8636.937,2.644,10297,-3.833
RollerBallRayBrain,2.243,8641.515,2.185,10261,-3.832
RollerBallRayBrain,2.201,8646.528,2.631,10289,-3.831
RollerBallRayBrain,2.223,8651.560,2.622,10284,-3.830
RollerBallRayBrain,2.241,8656.269,2.298,10261,-3.829
RollerBallRayBrain,2.224,8661.440,2.736,10301,-3.828
RollerBallRayBrain,2.249,8666.142,2.290,10306,-3.827
RollerBallRayBrain,2.243,8671.261,2.563,10286,-3.826
RollerBallRayBrain,2.244,8676.089,2.389,10297,-3.825
RollerBallRayBrain,2.259,8680.976,2.436,10290,-3.824
RollerBallRayBrain,2.318,8686.190,2.706,10301,-3.823
RollerBallRayBrain,2.310,8691.307,2.604,10268,-3.822
RollerBallRayBrain,2.411,8696.391,2.472,10268,-3.821
RollerBallRayBrain,2.206,8701.309,2.521,10405,-3.820
RollerBallRayBrain,2.198,8706.233,2.525,10247,-3.819
RollerBallRayBrain,2.214,8711.098,2.452,10272,-3.818
RollerBallRayBrain,2.226,8715.990,2.468,10272,-3.817
RollerBallRayBrain,2.216,8721.019,2.613,10313,-3.816
RollerBallRayBrain,2.221,8725.704,2.280,10339,-3.815
RollerBallRayBrain,2.198,8730.692,2.596,10252,-3.814
RollerBallRayBrain,2.247,8735.544,2.417,10405,-3.813
RollerBallRayBrain,2.234,8740.586,2.580,10258,-3.813
RollerBallRayBrain,2.201,8745.434,2.470,10329,-3.812
RollerBallRayBrain,2.232,8750.331,2.487,10272,-3.811
RollerBallRayBrain,2.215,8755.062,2.345,10270,-3.810
RollerBallRayBrain,2.211,8760.158,2.685,10425,-3.809
RollerBallRayBrain,2.214,8765.409,2.809,10319,-3.808
RollerBallRayBrain,2.237,8769.814,2.014,10243,-3.808
RollerBallRayBrain,2.205,8774.781,2.571,10323,-3.806
RollerBallRayBrain,2.221,8779.854,2.654,10799,-3.806
RollerBallRayBrain,2.230,8784.900,2.613,10348,-3.804
RollerBallRayBrain,2.222,8789.796,2.481,10243,-3.804
RollerBallRayBrain,2.247,8794.535,2.300,10339,-3.803
RollerBallRayBrain,2.248,8799.615,2.644,10413,-3.802
RollerBallRayBrain,2.250,8804.345,2.298,10304,-3.802
RollerBallRayBrain,2.215,8809.339,2.575,10259,-3.801
RollerBallRayBrain,2.233,8814.376,2.606,10251,-3.800
RollerBallRayBrain,2.218,8819.244,2.460,10325,-3.799
RollerBallRayBrain,2.227,8823.944,2.293,10317,-3.799
RollerBallRayBrain,2.246,8828.919,2.536,10309,-3.798
RollerBallRayBrain,2.204,8833.746,2.447,10255,-3.797
RollerBallRayBrain,2.212,8838.840,2.668,10251,-3.796
RollerBallRayBrain,2.213,8843.578,2.340,10314,-3.795
RollerBallRayBrain,2.193,8848.402,2.435,10278,-3.794
RollerBallRayBrain,2.221,8853.456,2.651,10297,-3.793
RollerBallRayBrain,2.201,8858.413,2.552,10250,-3.792
RollerBallRayBrain,2.250,8863.288,2.434,10806,-3.792
RollerBallRayBrain,2.195,8868.136,2.457,10322,-3.791
RollerBallRayBrain,2.224,8872.999,2.446,10259,-3.790
RollerBallRayBrain,2.209,8877.942,2.535,10368,-3.789
RollerBallRayBrain,2.219,8882.936,2.585,10281,-3.788
RollerBallRayBrain,2.230,8887.773,2.426,10395,-3.787
RollerBallRayBrain,2.266,8892.979,2.747,10273,-3.786
RollerBallRayBrain,2.206,8897.538,2.179,10324,-3.785
RollerBallRayBrain,2.225,8902.570,2.609,10248,-3.784
RollerBallRayBrain,2.230,8907.382,2.402,10286,-3.783
RollerBallRayBrain,2.213,8912.382,2.591,10259,-3.782
RollerBallRayBrain,2.211,8917.447,2.639,10290,-3.781
RollerBallRayBrain,2.207,8922.253,2.419,10253,-3.781
RollerBallRayBrain,2.196,8926.848,2.236,10246,-3.780
RollerBallRayBrain,2.227,8931.792,2.519,10476,-3.779
RollerBallRayBrain,2.217,8936.935,2.721,10243,-3.778
RollerBallRayBrain,2.203,8941.861,2.538,10251,-3.777
RollerBallRayBrain,2.205,8946.562,2.309,10277,-3.776
RollerBallRayBrain,2.218,8951.542,2.576,10347,-3.775
RollerBallRayBrain,2.215,8956.501,2.551,10463,-3.774
RollerBallRayBrain,2.197,8961.404,2.534,10279,-3.773
RollerBallRayBrain,2.214,8966.358,2.539,10257,-3.772
RollerBallRayBrain,2.210,8971.365,2.582,10266,-3.772
RollerBallRayBrain,2.230,8976.055,2.292,10756,-3.771
RollerBallRayBrain,2.206,8980.893,2.445,10303,-3.770
RollerBallRayBrain,2.224,8985.791,2.483,10330,-3.769
RollerBallRayBrain,2.230,8990.817,2.612,10289,-3.768
RollerBallRayBrain,2.221,8995.735,2.506,10277,-3.767
RollerBallRayBrain,2.205,9000.580,2.468,10289,-3.766
RollerBallRayBrain,2.204,9005.423,2.450,10256,-3.765
RollerBallRayBrain,2.206,9010.416,2.585,10284,-3.764
RollerBallRayBrain,2.220,9015.408,2.574,10277,-3.764
RollerBallRayBrain,2.213,9020.099,2.305,10335,-3.763
RollerBallRayBrain,2.223,9024.907,2.409,10256,-3.762
RollerBallRayBrain,2.224,9029.911,2.593,10289,-3.761
RollerBallRayBrain,2.205,9034.888,2.581,10465,-3.761
RollerBallRayBrain,2.234,9039.745,2.448,10280,-3.760
RollerBallRayBrain,2.210,9044.574,2.447,10323,-3.759
RollerBallRayBrain,2.211,9049.470,2.491,10297,-3.757
RollerBallRayBrain,2.220,9054.406,2.524,10304,-3.756
RollerBallRayBrain,2.198,9059.403,2.584,10300,-3.755
RollerBallRayBrain,2.206,9064.419,2.625,10274,-3.754
RollerBallRayBrain,2.199,9069.064,2.277,10260,-3.753
RollerBallRayBrain,2.221,9074.127,2.616,10262,-3.753
RollerBallRayBrain,2.222,9078.764,2.255,10257,-3.752
RollerBallRayBrain,2.219,9083.847,2.650,10282,-3.751
RollerBallRayBrain,2.227,9088.714,2.458,10455,-3.750
RollerBallRayBrain,2.214,9093.525,2.419,10319,-3.750
RollerBallRayBrain,2.207,9098.647,2.705,10392,-3.748
RollerBallRayBrain,2.218,9103.534,2.481,10308,-3.748
RollerBallRayBrain,2.209,9108.465,2.515,10270,-3.747
RollerBallRayBrain,2.224,9113.366,2.477,10324,-3.746
RollerBallRayBrain,2.211,9118.176,2.423,10291,-3.745
RollerBallRayBrain,2.223,9123.143,2.537,10250,-3.744
RollerBallRayBrain,2.247,9128.108,2.545,10269,-3.743
RollerBallRayBrain,2.243,9132.994,2.450,10254,-3.743
RollerBallRayBrain,2.232,9137.743,2.349,10424,-3.742
RollerBallRayBrain,2.204,9142.724,2.592,10242,-3.741
RollerBallRayBrain,2.217,9147.960,2.792,10287,-3.740
RollerBallRayBrain,2.190,9152.570,2.247,10249,-3.740
RollerBallRayBrain,2.229,9157.324,2.341,10314,-3.739
RollerBallRayBrain,2.228,9162.163,2.448,10312,-3.738
RollerBallRayBrain,2.208,9167.148,2.586,10300,-3.737
RollerBallRayBrain,2.222,9172.195,2.617,10250,-3.736
RollerBallRayBrain,2.202,9176.905,2.335,10347,-3.735
RollerBallRayBrain,2.255,9182.107,2.733,10636,-3.734
RollerBallRayBrain,2.215,9186.801,2.277,10243,-3.734
RollerBallRayBrain,2.229,9191.828,2.600,10324,-3.733
RollerBallRayBrain,2.200,9196.752,2.535,10307,-3.732
RollerBallRayBrain,2.223,9201.662,2.499,10301,-3.731
RollerBallRayBrain,2.231,9206.604,2.510,10358,-3.730
RollerBallRayBrain,2.212,9211.214,2.225,10241,-3.730
RollerBallRayBrain,2.225,9216.212,2.578,10315,-3.729
RollerBallRayBrain,2.197,9221.183,2.569,10291,-3.728
RollerBallRayBrain,2.224,9226.046,2.443,10298,-3.727
RollerBallRayBrain,2.213,9230.969,2.528,10260,-3.726
RollerBallRayBrain,2.220,9235.886,2.505,10273,-3.725
RollerBallRayBrain,2.234,9240.880,2.573,10322,-3.723
RollerBallRayBrain,2.222,9245.679,2.384,10273,-3.723
RollerBallRayBrain,2.199,9250.626,2.546,10356,-3.722
RollerBallRayBrain,2.234,9255.698,2.636,10873,-3.721
RollerBallRayBrain,2.240,9260.594,2.475,10257,-3.720
RollerBallRayBrain,2.211,9265.591,2.597,10266,-3.719
RollerBallRayBrain,2.199,9270.335,2.374,10266,-3.718
RollerBallRayBrain,2.228,9275.221,2.477,10262,-3.717
RollerBallRayBrain,2.207,9280.252,2.632,10242,-3.716
RollerBallRayBrain,2.212,9284.963,2.326,10253,-3.715
RollerBallRayBrain,2.209,9289.828,2.460,10253,-3.714
RollerBallRayBrain,2.222,9294.887,2.648,10255,-3.714
RollerBallRayBrain,2.218,9299.593,2.312,10331,-3.713
RollerBallRayBrain,2.221,9304.673,2.553,10382,-3.712
RollerBallRayBrain,2.221,9309.694,2.609,10318,-3.711
RollerBallRayBrain,2.220,9314.402,2.308,10384,-3.710
RollerBallRayBrain,2.231,9319.539,2.700,10301,-3.709
RollerBallRayBrain,2.234,9324.370,2.413,10305,-3.708
RollerBallRayBrain,2.215,9329.146,2.376,10346,-3.708
RollerBallRayBrain,2.211,9334.092,2.540,10247,-3.707
RollerBallRayBrain,2.243,9339.125,2.591,10319,-3.706
RollerBallRayBrain,2.231,9343.961,2.416,10348,-3.705
RollerBallRayBrain,2.220,9348.856,2.478,10242,-3.704
RollerBallRayBrain,2.210,9353.879,2.624,10289,-3.703
RollerBallRayBrain,2.205,9358.598,2.335,10257,-3.703
RollerBallRayBrain,2.211,9363.499,2.502,10322,-3.702
RollerBallRayBrain,2.230,9368.557,2.621,10390,-3.700
RollerBallRayBrain,2.218,9373.371,2.415,10297,-3.700
RollerBallRayBrain,2.202,9378.207,2.439,10332,-3.699
RollerBallRayBrain,2.211,9383.185,2.575,10308,-3.698
RollerBallRayBrain,2.199,9387.969,2.408,10396,-3.697
RollerBallRayBrain,2.214,9392.885,2.505,10255,-3.696
RollerBallRayBrain,2.223,9397.860,2.565,10257,-3.695
RollerBallRayBrain,2.221,9402.746,2.486,10335,-3.694
RollerBallRayBrain,2.200,9407.607,2.466,10272,-3.693
RollerBallRayBrain,2.221,9412.474,2.462,10251,-3.692
RollerBallRayBrain,2.201,9417.372,2.507,10379,-3.691
RollerBallRayBrain,2.216,9422.312,2.532,10241,-3.690
RollerBallRayBrain,2.212,9427.390,2.661,10268,-3.689
RollerBallRayBrain,2.227,9432.360,2.547,10876,-3.689
RollerBallRayBrain,2.215,9437.233,2.467,10377,-3.688
RollerBallRayBrain,2.238,9442.145,2.472,10281,-3.687
RollerBallRayBrain,2.207,9446.866,2.341,10470,-3.687
RollerBallRayBrain,2.201,9451.810,2.542,10289,-3.685
RollerBallRayBrain,2.216,9456.743,2.529,10246,-3.684
RollerBallRayBrain,2.227,9461.663,2.490,10243,-3.683
RollerBallRayBrain,2.198,9466.445,2.388,10270,-3.683
RollerBallRayBrain,2.257,9471.323,2.442,10286,-3.682
RollerBallRayBrain,2.208,9476.271,2.556,10323,-3.681
RollerBallRayBrain,2.219,9481.215,2.527,10314,-3.680
RollerBallRayBrain,2.194,9486.059,2.469,10257,-3.679
RollerBallRayBrain,2.206,9490.943,2.477,10389,-3.679
RollerBallRayBrain,2.239,9495.886,2.509,10354,-3.678
RollerBallRayBrain,2.209,9500.779,2.493,10288,-3.677
RollerBallRayBrain,2.219,9505.640,2.459,10259,-3.676
RollerBallRayBrain,2.207,9510.462,2.429,10251,-3.676
RollerBallRayBrain,2.223,9515.327,2.459,10342,-3.674
RollerBallRayBrain,2.213,9520.298,2.555,10242,-3.673
RollerBallRayBrain,2.225,9525.370,2.653,10254,-3.672
RollerBallRayBrain,2.262,9530.285,2.466,10841,-3.671
RollerBallRayBrain,2.200,9535.153,2.473,10265,-3.671
RollerBallRayBrain,2.219,9540.032,2.475,10496,-3.670
RollerBallRayBrain,2.209,9544.978,2.529,10308,-3.669
RollerBallRayBrain,2.205,9549.838,2.476,10242,-3.668
RollerBallRayBrain,2.234,9554.782,2.524,10271,-3.667
RollerBallRayBrain,2.228,9559.870,2.670,10274,-3.666
RollerBallRayBrain,2.227,9564.636,2.350,10276,-3.666
RollerBallRayBrain,2.199,9569.488,2.467,10241,-3.665
RollerBallRayBrain,2.230,9574.324,2.408,10356,-3.664
RollerBallRayBrain,2.212,9579.155,2.428,10259,-3.663
RollerBallRayBrain,2.244,9584.130,2.543,10487,-3.662
RollerBallRayBrain,2.223,9589.052,2.487,10309,-3.662
RollerBallRayBrain,2.208,9593.975,2.510,10246,-3.660
RollerBallRayBrain,2.219,9598.896,2.490,10242,-3.659
RollerBallRayBrain,2.225,9603.887,2.548,10585,-3.659
RollerBallRayBrain,2.255,9608.685,2.361,10436,-3.658
RollerBallRayBrain,2.200,9613.671,2.588,10246,-3.657
RollerBallRayBrain,2.227,9618.705,2.610,10360,-3.656
RollerBallRayBrain,2.228,9623.518,2.416,10247,-3.655
RollerBallRayBrain,2.212,9628.446,2.506,10276,-3.654
RollerBallRayBrain,2.228,9633.434,2.567,10297,-3.653
RollerBallRayBrain,2.226,9638.300,2.463,10267,-3.652
RollerBallRayBrain,2.240,9643.200,2.473,10259,-3.652
RollerBallRayBrain,2.206,9648.357,2.732,10273,-3.651
RollerBallRayBrain,2.243,9653.336,2.552,10427,-3.651
RollerBallRayBrain,2.224,9657.850,2.140,10288,-3.650
RollerBallRayBrain,2.209,9662.696,2.461,10295,-3.649
RollerBallRayBrain,2.214,9667.586,2.489,10328,-3.649
RollerBallRayBrain,2.211,9672.667,2.668,10320,-3.648
RollerBallRayBrain,2.209,9677.478,2.418,10255,-3.647
RollerBallRayBrain,2.221,9682.290,2.400,10338,-3.646
RollerBallRayBrain,2.213,9687.190,2.496,10272,-3.645
RollerBallRayBrain,2.204,9692.082,2.494,10295,-3.644
RollerBallRayBrain,2.208,9697.122,2.633,10304,-3.643
RollerBallRayBrain,2.218,9701.904,2.376,10289,-3.643
RollerBallRayBrain,2.201,9706.630,2.344,10274,-3.642
RollerBallRayBrain,2.227,9711.651,2.604,10379,-3.641
RollerBallRayBrain,2.211,9716.866,2.784,10256,-3.640
RollerBallRayBrain,2.207,9721.478,2.240,10255,-3.640
RollerBallRayBrain,2.215,9726.263,2.389,10286,-3.639
RollerBallRayBrain,2.194,9731.187,2.540,10251,-3.638
RollerBallRayBrain,2.242,9736.261,2.620,10314,-3.637
RollerBallRayBrain,2.220,9741.046,2.390,10278,-3.636
RollerBallRayBrain,2.207,9745.957,2.503,10241,-3.635
RollerBallRayBrain,2.231,9750.959,2.569,10356,-3.634
RollerBallRayBrain,2.222,9755.889,2.517,10322,-3.633
RollerBallRayBrain,2.238,9760.972,2.650,10305,-3.633
RollerBallRayBrain,2.191,9765.593,2.255,10241,-3.632
RollerBallRayBrain,2.224,9770.568,2.566,10241,-3.631
RollerBallRayBrain,2.216,9775.516,2.539,10254,-3.631
RollerBallRayBrain,2.207,9780.431,2.492,10287,-3.630
RollerBallRayBrain,2.243,9785.240,2.367,10569,-3.630
RollerBallRayBrain,2.200,9790.121,2.496,10287,-3.629
RollerBallRayBrain,2.243,9794.957,2.408,10251,-3.628
RollerBallRayBrain,2.226,9799.900,2.518,10241,-3.627
RollerBallRayBrain,2.212,9804.931,2.618,10287,-3.626
RollerBallRayBrain,2.226,9809.783,2.431,10328,-3.625
RollerBallRayBrain,2.225,9814.719,2.526,10250,-3.624
RollerBallRayBrain,2.218,9819.622,2.496,10320,-3.623
RollerBallRayBrain,2.233,9824.668,2.621,10326,-3.623
RollerBallRayBrain,2.226,9829.264,2.198,10280,-3.622
RollerBallRayBrain,2.216,9834.435,2.748,10244,-3.621
RollerBallRayBrain,2.210,9839.084,2.260,10261,-3.621
RollerBallRayBrain,2.231,9844.064,2.552,10309,-3.620
RollerBallRayBrain,2.215,9848.771,2.317,10267,-3.619
RollerBallRayBrain,2.221,9853.853,2.664,10408,-3.618
RollerBallRayBrain,2.230,9858.787,2.516,10254,-3.617
RollerBallRayBrain,2.230,9863.776,2.574,10274,-3.616
RollerBallRayBrain,2.225,9868.649,2.457,10256,-3.615
RollerBallRayBrain,2.216,9873.642,2.584,10285,-3.614
RollerBallRayBrain,2.211,9878.557,2.511,10426,-3.613
RollerBallRayBrain,2.223,9883.354,2.375,10470,-3.613
RollerBallRayBrain,2.200,9888.391,2.643,10279,-3.612
RollerBallRayBrain,2.236,9893.221,2.419,10275,-3.611
RollerBallRayBrain,2.210,9898.080,2.450,10333,-3.610
RollerBallRayBrain,2.197,9903.056,2.576,10420,-3.609
RollerBallRayBrain,2.207,9907.857,2.401,10269,-3.608
RollerBallRayBrain,2.212,9912.980,2.712,10269,-3.607
RollerBallRayBrain,2.234,9917.799,2.408,10460,-3.607
RollerBallRayBrain,2.228,9922.644,2.436,10288,-3.606
RollerBallRayBrain,2.195,9927.563,2.541,10310,-3.606
RollerBallRayBrain,2.188,9932.275,2.331,10271,-3.605
RollerBallRayBrain,2.375,9937.665,2.701,10352,-3.604
RollerBallRayBrain,2.224,9942.741,2.654,10306,-3.603
RollerBallRayBrain,2.216,9947.592,2.436,10251,-3.602
RollerBallRayBrain,2.212,9952.589,2.581,10339,-3.601
RollerBallRayBrain,2.201,9957.512,2.523,10257,-3.600
RollerBallRayBrain,2.209,9962.596,2.663,10307,-3.600
RollerBallRayBrain,2.208,9967.181,2.204,10273,-3.599
RollerBallRayBrain,2.203,9972.124,2.529,10249,-3.598
RollerBallRayBrain,2.220,9977.152,2.606,10295,-3.598
RollerBallRayBrain,2.227,9982.109,2.543,10322,-3.597
RollerBallRayBrain,2.205,9986.709,2.229,10252,-3.597
RollerBallRayBrain,2.217,9991.807,2.669,10414,-3.596
RollerBallRayBrain,2.219,9996.799,2.574,10293,-3.595
RollerBallRayBrain,2.220,10001.404,2.230,10281,-3.594
RollerBallRayBrain,2.202,10006.287,2.506,10375,-3.594
RollerBallRayBrain,2.222,10011.343,2.611,10319,-3.593
RollerBallRayBrain,2.214,10016.240,2.494,10288,-3.592
RollerBallRayBrain,2.203,10021.159,2.523,10312,-3.591
RollerBallRayBrain,2.233,10025.968,2.390,10361,-3.591
RollerBallRayBrain,2.214,10030.837,2.457,10294,-3.590
RollerBallRayBrain,2.198,10035.680,2.461,10301,-3.590
RollerBallRayBrain,2.253,10040.823,2.686,10666,-3.589
RollerBallRayBrain,2.229,10045.598,2.364,10288,-3.588
RollerBallRayBrain,2.194,10050.680,2.683,10298,-3.587
RollerBallRayBrain,2.202,10055.385,2.324,10252,-3.587
RollerBallRayBrain,2.197,10060.167,2.390,10256,-3.586
RollerBallRayBrain,2.219,10065.052,2.466,10268,-3.585
RollerBallRayBrain,2.222,10070.125,2.648,10343,-3.585
RollerBallRayBrain,2.224,10074.902,2.374,10276,-3.584
RollerBallRayBrain,2.240,10079.781,2.449,10355,-3.584
RollerBallRayBrain,2.212,10084.708,2.528,10301,-3.583
RollerBallRayBrain,2.212,10089.693,2.581,10248,-3.582
RollerBallRayBrain,2.223,10094.714,2.597,10310,-3.581
RollerBallRayBrain,2.228,10099.818,2.665,10276,-3.579
RollerBallRayBrain,2.251,10104.731,2.482,10391,-3.579
RollerBallRayBrain,2.199,10109.859,2.719,10271,-3.578
RollerBallRayBrain,2.379,10114.769,2.350,10284,-3.578
RollerBallRayBrain,2.220,10119.795,2.606,10283,-3.577
RollerBallRayBrain,2.218,10124.559,2.368,10289,-3.576
RollerBallRayBrain,2.228,10129.637,2.641,10427,-3.576
RollerBallRayBrain,2.241,10134.710,2.649,10279,-3.575
RollerBallRayBrain,2.215,10139.428,2.333,10598,-3.575
RollerBallRayBrain,2.202,10144.409,2.577,10311,-3.574
RollerBallRayBrain,2.247,10149.406,2.551,10392,-3.573
RollerBallRayBrain,2.201,10154.241,2.443,10253,-3.572
RollerBallRayBrain,2.206,10159.233,2.610,10245,-3.571
RollerBallRayBrain,2.211,10164.227,2.576,10248,-3.570
RollerBallRayBrain,2.197,10169.161,2.549,10281,-3.569
RollerBallRayBrain,2.194,10174.049,2.509,10265,-3.569
RollerBallRayBrain,2.206,10178.978,2.549,10281,-3.568
RollerBallRayBrain,2.207,10183.914,2.553,10282,-3.567
RollerBallRayBrain,2.224,10188.976,2.648,10263,-3.567
RollerBallRayBrain,2.211,10193.874,2.494,10272,-3.566
RollerBallRayBrain,2.213,10198.588,2.336,10419,-3.565
RollerBallRayBrain,2.232,10203.601,2.575,10267,-3.565
RollerBallRayBrain,2.208,10208.542,2.538,10270,-3.564
RollerBallRayBrain,2.201,10213.476,2.536,10285,-3.563
RollerBallRayBrain,2.216,10218.381,2.501,10282,-3.562
RollerBallRayBrain,2.219,10223.388,2.592,10250,-3.561
RollerBallRayBrain,2.232,10228.354,2.542,10296,-3.560
RollerBallRayBrain,2.206,10233.298,2.563,10250,-3.560
RollerBallRayBrain,2.224,10238.338,2.626,10295,-3.559
RollerBallRayBrain,2.210,10243.217,2.464,10281,-3.558
RollerBallRayBrain,2.211,10248.306,2.676,10248,-3.557
RollerBallRayBrain,2.212,10253.038,2.342,10248,-3.557
RollerBallRayBrain,2.197,10257.969,2.545,10292,-3.556
RollerBallRayBrain,2.214,10262.854,2.487,10297,-3.556
RollerBallRayBrain,2.203,10267.744,2.502,10282,-3.555
RollerBallRayBrain,2.188,10272.604,2.482,10268,-3.554
RollerBallRayBrain,2.229,10277.615,2.586,10259,-3.553
RollerBallRayBrain,2.220,10282.512,2.479,10243,-3.553
RollerBallRayBrain,2.212,10287.655,2.754,10318,-3.552
RollerBallRayBrain,2.206,10292.478,2.443,10398,-3.551
RollerBallRayBrain,2.200,10297.448,2.581,10327,-3.551
RollerBallRayBrain,2.205,10302.318,2.479,10408,-3.550
RollerBallRayBrain,2.222,10307.250,2.527,10363,-3.549
RollerBallRayBrain,2.226,10312.174,2.509,10357,-3.549
RollerBallRayBrain,2.212,10317.220,2.631,10267,-3.548
RollerBallRayBrain,2.221,10322.179,2.541,10320,-3.547
RollerBallRayBrain,2.232,10327.088,2.491,10276,-3.546
RollerBallRayBrain,2.212,10332.245,2.708,10242,-3.545
RollerBallRayBrain,2.252,10337.111,2.435,10392,-3.545
RollerBallRayBrain,2.207,10341.944,2.448,10304,-3.544
RollerBallRayBrain,2.222,10347.137,2.746,10326,-3.543
RollerBallRayBrain,2.208,10352.045,2.522,10292,-3.543
RollerBallRayBrain,2.226,10357.106,2.635,10450,-3.542
RollerBallRayBrain,2.215,10361.715,2.232,10277,-3.541
RollerBallRayBrain,2.204,10366.742,2.613,10253,-3.540
RollerBallRayBrain,2.281,10371.771,2.539,10266,-3.539
RollerBallRayBrain,2.229,10376.784,2.582,10254,-3.539
RollerBallRayBrain,2.209,10381.733,2.546,10265,-3.538
RollerBallRayBrain,2.236,10386.865,2.714,10721,-3.537
RollerBallRayBrain,2.222,10391.759,2.481,10284,-3.536
RollerBallRayBrain,2.213,10396.696,2.568,10245,-3.536
RollerBallRayBrain,2.228,10401.523,2.399,10365,-3.535
RollerBallRayBrain,2.220,10406.534,2.592,10261,-3.534
RollerBallRayBrain,2.210,10411.542,2.610,10315,-3.533
RollerBallRayBrain,2.229,10416.534,2.563,10590,-3.533
RollerBallRayBrain,2.222,10421.569,2.625,10286,-3.532
RollerBallRayBrain,2.199,10426.347,2.397,10301,-3.532
RollerBallRayBrain,2.225,10431.391,2.621,10274,-3.531
RollerBallRayBrain,2.222,10436.279,2.472,10297,-3.530
RollerBallRayBrain,2.198,10441.051,2.387,10271,-3.530
RollerBallRayBrain,2.219,10446.025,2.551,10283,-3.529
RollerBallRayBrain,2.235,10451.010,2.551,10242,-3.528
RollerBallRayBrain,2.210,10455.819,2.425,10259,-3.527
RollerBallRayBrain,2.345,10460.987,2.611,10247,-3.527
RollerBallRayBrain,2.227,10466.099,2.693,10403,-3.526
RollerBallRayBrain,2.205,10470.988,2.484,10303,-3.525
RollerBallRayBrain,2.229,10476.007,2.587,10290,-3.524
RollerBallRayBrain,2.201,10480.974,2.557,10276,-3.524
RollerBallRayBrain,2.218,10485.992,2.611,10256,-3.523
RollerBallRayBrain,2.244,10490.957,2.541,10331,-3.522
RollerBallRayBrain,2.191,10495.771,2.454,10282,-3.522
RollerBallRayBrain,2.232,10500.782,2.600,10326,-3.520
RollerBallRayBrain,2.266,10505.801,2.568,10306,-3.520
RollerBallRayBrain,2.211,10510.973,2.743,10287,-3.519
RollerBallRayBrain,2.227,10515.739,2.362,10268,-3.518
RollerBallRayBrain,2.249,10520.739,2.552,10432,-3.518
RollerBallRayBrain,2.215,10525.655,2.504,10261,-3.517
RollerBallRayBrain,2.202,10530.508,2.467,10367,-3.516
RollerBallRayBrain,2.249,10535.556,2.612,10299,-3.516
RollerBallRayBrain,2.242,10540.603,2.613,10280,-3.515
RollerBallRayBrain,2.221,10545.483,2.464,10246,-3.514
RollerBallRayBrain,2.247,10550.456,2.541,10294,-3.513
RollerBallRayBrain,2.242,10555.469,2.584,10298,-3.513
